1.669126170183700686e-01,7.331160000000000000e+05,4.958100000000000000e+04,1.640500000000000000e+04,7.800000000000000000e+03,4.663000000000000000e+03,3.109000000000000000e+03
5.002375107465175663e-01,5.569210000000000000e+05,4.867600000000000000e+04,1.593700000000000000e+04,7.816000000000000000e+03,4.713000000000000000e+03,3.154000000000000000e+03
8.335624044746650085e-01,3.580150000000000000e+05,4.664100000000000000e+04,1.562700000000000000e+04,7.828000000000000000e+03,4.673000000000000000e+03,3.055000000000000000e+03
1.166887298202812229e+00,2.194630000000000000e+05,4.386700000000000000e+04,1.553400000000000000e+04,7.787000000000000000e+03,4.682000000000000000e+03,3.043000000000000000e+03
1.500212191930959893e+00,1.360270000000000000e+05,4.065300000000000000e+04,1.526300000000000000e+04,7.624000000000000000e+03,4.641000000000000000e+03,3.046000000000000000e+03
1.833537085659107113e+00,8.770600000000000000e+04,3.728600000000000000e+04,1.461900000000000000e+04,7.585000000000000000e+03,4.579000000000000000e+03,3.095000000000000000e+03
2.166861979387254777e+00,5.866000000000000000e+04,3.384600000000000000e+04,1.414900000000000000e+04,7.374000000000000000e+03,4.508000000000000000e+03,3.038000000000000000e+03
2.500186873115401998e+00,4.081700000000000000e+04,3.029100000000000000e+04,1.360300000000000000e+04,7.276000000000000000e+03,4.516000000000000000e+03,3.003000000000000000e+03
2.833511766843549662e+00,2.934800000000000000e+04,2.704500000000000000e+04,1.293800000000000000e+04,7.109000000000000000e+03,4.413000000000000000e+03,2.986000000000000000e+03
3.166836660571696882e+00,2.181000000000000000e+04,2.397800000000000000e+04,1.226100000000000000e+04,6.921000000000000000e+03,4.315000000000000000e+03,2.948000000000000000e+03
3.500161554299844546e+00,1.648600000000000000e+04,2.124600000000000000e+04,1.161300000000000000e+04,6.688000000000000000e+03,4.217000000000000000e+03,2.892000000000000000e+03
3.833486448027991766e+00,1.279900000000000000e+04,1.875700000000000000e+04,1.099400000000000000e+04,6.463000000000000000e+03,4.186000000000000000e+03,2.858000000000000000e+03
4.166811341756138987e+00,1.010700000000000000e+04,1.652500000000000000e+04,1.031100000000000000e+04,6.256000000000000000e+03,4.056000000000000000e+03,2.831000000000000000e+03
4.500136235484286651e+00,8.115000000000000000e+03,1.461900000000000000e+04,9.734000000000000000e+03,6.042000000000000000e+03,4.010000000000000000e+03,2.755000000000000000e+03
4.833461129212434315e+00,6.611000000000000000e+03,1.296400000000000000e+04,9.003000000000000000e+03,5.808000000000000000e+03,3.910000000000000000e+03,2.736000000000000000e+03
5.166786022940581091e+00,5.444000000000000000e+03,1.133600000000000000e+04,8.431000000000000000e+03,5.564000000000000000e+03,3.758000000000000000e+03,2.663000000000000000e+03
5.500110916668729644e+00,4.561000000000000000e+03,1.019300000000000000e+04,7.865000000000000000e+03,5.360000000000000000e+03,3.667000000000000000e+03,2.607000000000000000e+03
5.833435810396876420e+00,3.832000000000000000e+03,8.955000000000000000e+03,7.353000000000000000e+03,5.144000000000000000e+03,3.564000000000000000e+03,2.567000000000000000e+03
6.166760704125024084e+00,3.277000000000000000e+03,8.027000000000000000e+03,6.882000000000000000e+03,4.927000000000000000e+03,3.452000000000000000e+03,2.531000000000000000e+03
6.500085597853171748e+00,2.818000000000000000e+03,7.150000000000000000e+03,6.393000000000000000e+03,4.711000000000000000e+03,3.352000000000000000e+03,2.486000000000000000e+03
6.833410491581318524e+00,2.405000000000000000e+03,6.418000000000000000e+03,5.974000000000000000e+03,4.513000000000000000e+03,3.257000000000000000e+03,2.399000000000000000e+03
7.166735385309466189e+00,2.116000000000000000e+03,5.724000000000000000e+03,5.541000000000000000e+03,4.288000000000000000e+03,3.153000000000000000e+03,2.360000000000000000e+03
7.500060279037613853e+00,1.846000000000000000e+03,5.172000000000000000e+03,5.142000000000000000e+03,4.042000000000000000e+03,3.070000000000000000e+03,2.301000000000000000e+03
7.833385172765761517e+00,1.631000000000000000e+03,4.674000000000000000e+03,4.792000000000000000e+03,3.884000000000000000e+03,2.948000000000000000e+03,2.251000000000000000e+03
8.166710066493909181e+00,1.408000000000000000e+03,4.242000000000000000e+03,4.511000000000000000e+03,3.707000000000000000e+03,2.855000000000000000e+03,2.184000000000000000e+03
8.500034960222055958e+00,1.264000000000000000e+03,3.821000000000000000e+03,4.188000000000000000e+03,3.517000000000000000e+03,2.745000000000000000e+03,2.133000000000000000e+03
8.833359853950204510e+00,1.127000000000000000e+03,3.480000000000000000e+03,3.879000000000000000e+03,3.336000000000000000e+03,2.657000000000000000e+03,2.073000000000000000e+03
9.166684747678351286e+00,1.026000000000000000e+03,3.188000000000000000e+03,3.613000000000000000e+03,3.182000000000000000e+03,2.597000000000000000e+03,2.028000000000000000e+03
9.500009641406499838e+00,9.240000000000000000e+02,2.920000000000000000e+03,3.402000000000000000e+03,3.009000000000000000e+03,2.464000000000000000e+03,1.969000000000000000e+03
9.833334535134646615e+00,8.150000000000000000e+02,2.672000000000000000e+03,3.177000000000000000e+03,2.892000000000000000e+03,2.390000000000000000e+03,1.925000000000000000e+03
